981297 function calls (969090 primitive calls) in 0.817 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       32    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:583(LogitTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:351(_sanity_check)
       54    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
      210    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
       31    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 dates.py:208(__getattr__)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        4    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
      206    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        1    0.000    0.000    0.000    0.000 patches.py:1693(Annulus)
       21    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 pathlib.py:398(select_from)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2DBase)
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
       65    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
       37    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 __init__.py:188(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 geo.py:272(InvertedAitoffTransform)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1401(MouseButton)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 linalg.py:97(_determine_error_states)
        1    0.000    0.000    0.000    0.000 _adapters.py:31(DegenerateFiles)
       21    0.000    0.000    0.000    0.000 _docstring.py:43(update)
        1    0.000    0.000    0.000    0.000 Image.py:481(Image)
        1    0.000    0.000    0.000    0.000 backend_bases.py:763(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
       46    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        4    0.000    0.000    0.000    0.000 function_base.py:2285(__init__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
       15    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
       81    0.000    0.000    0.000    0.000 __init__.py:25(decorator)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 patches.py:670(Rectangle)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:71(_DTypeDict)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4650(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 scale.py:609(LogisticTransform)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 scale.py:464(AsinhTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:546(<listcomp>)
       27    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
        1    0.000    0.000    0.000    0.000 patches.py:1172(Wedge)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
       81    0.000    0.000    0.000    0.000 __init__.py:14(set_module)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1823(_MathStyle)
       51    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 patches.py:964(StepPatch)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
       11    0.000    0.000    0.000    0.000 version.py:444(_cmpkey)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2780(_Mode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 patches.py:1513(Ellipse)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:340(_broadcast_to)
        5    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        5    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:3029(_hash_basis)
       15    0.000    0.000    0.000    0.000 rcsetup.py:85(_listify_validator)
       26    0.000    0.000    0.000    0.000 os.py:755(encode)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:663(_is_type)
        1    0.000    0.000    0.000    0.000 patches.py:887(RegularPolygon)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
       83    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        5    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       29    0.000    0.000    0.000    0.000 pathlib.py:710(name)
        1    0.000    0.000    0.000    0.000 typing.py:1208(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1602(RadioButtons)
      182    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       15    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      105    0.000    0.000    0.000    0.000 _docstring.py:88(do_copy)
       32    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       66    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        6    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
       31    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:756(get)
       15    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       33    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
      145    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
      101    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6568(__array_finalize__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
      171    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
       62    0.000    0.000    0.000    0.000 patches.py:2285(_register_style)
        1    0.000    0.000    0.000    0.000 platform.py:903(system)
       17    0.000    0.000    0.000    0.000 inspect.py:2746(__hash__)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 artist.py:117(Artist)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        7    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 numeric.py:2123(identity)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
       68    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
     16/4    0.000    0.000    0.000    0.000 ast.py:84(_convert)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
       63    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
       96    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
        1    0.000    0.000    0.000    0.000 platform.py:814(uname)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
       77    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       90    0.000    0.000    0.000    0.000 __init__.py:185(keys)
        1    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
       51    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
       10    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       33    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      105    0.000    0.000    0.000    0.000 _docstring.py:86(copy)
        4    0.000    0.000    0.000    0.000 _version.py:1(<module>)
       39    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
        1    0.000    0.000    0.000    0.000 widgets.py:2042(MultiCursor)
       30    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        7    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:266(validate_color_or_inherit)
        8    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 patches.py:1073(Polygon)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 cbook.py:815(Grouper)
        1    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
